idiom,submission,category,rating,likes,dislikes,reports,idiom_indices,idiom_words,lemmas,words
altını çizmek,Cam sürahinin altını çizmemek için elimde tutuyordum.,nonidiom,1.0,5,0,0,"[2, 3]","['altını', 'çizmemek']","['cam', 'sürahi', 'alt', 'çizmek', 'içmek', 'el', 'tutmak', '.']","['Cam', 'sürahinin', 'altını', 'çizmemek', 'için', 'elimde', 'tutuyordum', '.']"
altını çizmek,Öğretmen tahtaya yazdığım cümlenin altını çizdi.,nonidiom,1.0,5,0,0,"[4, 5]","['altını', 'çizdi']","['öğretmek', 'tahta', 'yazmak', 'cümle', 'alt', 'çizmek', '.']","['Öğretmen', 'tahtaya', 'yazdığım', 'cümlenin', 'altını', 'çizdi', '.']"
altını çizmek,Altını özellikle çizin bu konu sınavda çıkar.,nonidiom,0.8,4,1,0,"[0, 2]","['Altını', 'çizin']","['alt', 'özellikle', 'çizmek', 'bu', 'konu', 'sınav', 'çıkar', '.']","['Altını', 'özellikle', 'çizin', 'bu', 'konu', 'sınavda', 'çıkar', '.']"
altını çizmek,Tahtadaki örneklerin altını çizdi.,nonidiom,1.0,4,0,0,"[2, 3]","['altını', 'çizdi']","['tahta', 'örnek', 'alt', 'çizmek', '.']","['Tahtadaki', 'örneklerin', 'altını', 'çizdi', '.']"
altını çizmek,Hoca sınavda altı çizilen yerlerden soru geleceğini söyledi.,nonidiom,1.0,4,0,0,"[2, 3]","['altı', 'çizilen']","['Ho', 'sınav', 'alt', 'çizmek', 'yer', 'sorumak', 'gelmek', 'söylemek', '.']","['Hoca', 'sınavda', 'altı', 'çizilen', 'yerlerden', 'soru', 'geleceğini', 'söyledi', '.']"
altını çizmek,Masanın altını niye çiziyorsun güzel kardeşim,nonidiom,1.0,5,0,0,"[1, 3]","['altını', 'çiziyorsun']","['masa', 'alt', 'niye', 'çizmek', 'güzel', 'kardeş']","['Masanın', 'altını', 'niye', 'çiziyorsun', 'güzel', 'kardeşim']"
altını çizmek,Altını renkli kalemler ile çizdi,nonidiom,1.0,5,0,0,"[0, 4]","['Altını', 'çizdi']","['alt', 'renk', 'kalem', 'ilmek', 'çizmek']","['Altını', 'renkli', 'kalemler', 'ile', 'çizdi']"
altını çizmek,Kargo geldiğinde altını çizmeden merdivenlerden yukarı taşıdım.,nonidiom,1.0,5,0,0,"[2, 3]","['altını', 'çizmeden']","['kargo', 'gelmek', 'alt', 'çizmek', 'merdiven', 'yukarı', 'taşımak', '.']","['Kargo', 'geldiğinde', 'altını', 'çizmeden', 'merdivenlerden', 'yukarı', 'taşıdım', '.']"
altını çizmek,Alt tarafı arabayı çizmişler.,nonidiom,0.8,4,1,0,"[0, 3]","['Alt', 'çizmişler']","['alt', 'taraf', 'araba', 'çizmek', '.']","['Alt', 'tarafı', 'arabayı', 'çizmişler', '.']"
altını çizmek,"Bu kısmın altını çizin, sınavda çıkabilir.",nonidiom,1.0,5,0,0,"[2, 3]","['altını', 'çizin']","['bu', 'kısım', 'alt', 'çizmek', ',', 'sınav', 'çıkmak', '.']","['Bu', 'kısmın', 'altını', 'çizin', ',', 'sınavda', 'çıkabilir', '.']"
altını çizmek,Masanın altını çizerek ona zarar vermek istemiyorum.,nonidiom,1.0,5,0,0,"[1, 2]","['altını', 'çizerek']","['masa', 'alt', 'çizmek', 'onmak', 'zarar', 'vermek', 'istemek', '.']","['Masanın', 'altını', 'çizerek', 'ona', 'zarar', 'vermek', 'istemiyorum', '.']"
altını çizmek,Masanın altını mı üstünü mü çizmiş yaramaz çocuk?,nonidiom,1.0,5,0,0,"[1, 5]","['altını', 'çizmiş']","['masa', 'alt', 'mı', 'Üstün', 'mü', 'çizmek', 'yaramaz', 'Çocuk', '?']","['Masanın', 'altını', 'mı', 'üstünü', 'mü', 'çizmiş', 'yaramaz', 'çocuk', '?']"
altını çizmek,Kovanın altına çakı ile çizerek adını yazdı.,nonidiom,1.0,5,0,0,"[1, 4]","['altına', 'çizerek']","['kova', 'alt', 'çak', 'ilmek', 'çizmek', 'ad', 'yazmak', '.']","['Kovanın', 'altına', 'çakı', 'ile', 'çizerek', 'adını', 'yazdı', '.']"
altını çizmek,Öğretmen sınavları okurken yanlış yazılmış kelimelerin altını kırmızı kalemle çiziyordu.,nonidiom,1.0,5,0,0,"[6, 9]","['altını', 'çiziyordu']","['öğretmek', 'sınav', 'okur', 'yanlış', 'yazmak', 'kelime', 'alt', 'kırmızı', 'kale', 'çizmek', '.']","['Öğretmen', 'sınavları', 'okurken', 'yanlış', 'yazılmış', 'kelimelerin', 'altını', 'kırmızı', 'kalemle', 'çiziyordu', '.']"
altını çizmek,"Kelimelerin altını çizerek öğrenmek, öğrenme metotlarının en iyisidir.",nonidiom,1.0,5,0,0,"[1, 2]","['altını', 'çizerek']","['kelime', 'alt', 'çizmek', 'öğrenmek', ',', 'öğrenmek', 'metot', 'en', 'iyi', '.']","['Kelimelerin', 'altını', 'çizerek', 'öğrenmek', ',', 'öğrenme', 'metotlarının', 'en', 'iyisidir', '.']"
altını çizmek,Alttan almak yerine insanların üzerini çizmek bazen daha mantıklı olabiliyor.,nonidiom,0.8,4,1,0,"[0, 5]","['Alttan', 'çizmek']","['alt', 'almak', 'yer', 'insan', 'Üzer', 'çizmek', 'bazen', 'daha', 'mantık', 'olmak', '.']","['Alttan', 'almak', 'yerine', 'insanların', 'üzerini', 'çizmek', 'bazen', 'daha', 'mantıklı', 'olabiliyor', '.']"
altını çizmek,Raporda önemli gördüğünüz yerlerin altını kırmızı kalemle çizmekten çekinmeyin.,nonidiom,1.0,5,0,0,"[4, 7]","['altını', 'çizmekten']","['rapor', 'önem', 'görmek', 'yer', 'alt', 'kırmızı', 'kale', 'çizmek', 'çekinmek', '.']","['Raporda', 'önemli', 'gördüğünüz', 'yerlerin', 'altını', 'kırmızı', 'kalemle', 'çizmekten', 'çekinmeyin', '.']"
altını çizmek,Bu yeşil kalemle önemli gördüğünüz cümlelerin altını çizin lütfen,nonidiom,1.0,5,0,0,"[6, 7]","['altını', 'çizin']","['bu', 'yeşil', 'kale', 'önem', 'görmek', 'cümle', 'alt', 'çizmek', 'lütfen']","['Bu', 'yeşil', 'kalemle', 'önemli', 'gördüğünüz', 'cümlelerin', 'altını', 'çizin', 'lütfen']"
altını çizmek,Sınavda altı çizilen yere dikkat etmem gerekirdi.,nonidiom,1.0,5,0,0,"[1, 2]","['altı', 'çizilen']","['sınav', 'alt', 'çizmek', 'yer', 'dikkat', 'etmek', 'gerekmek', '.']","['Sınavda', 'altı', 'çizilen', 'yere', 'dikkat', 'etmem', 'gerekirdi', '.']"
altını çizmek,Çizgilerin altını düzgünce çizebilmek birinci sınıflar için oldukça önemli bir egzersiz,nonidiom,0.8,4,1,0,"[1, 3]","['altını', 'çizebilmek']","['çizgi', 'alt', 'düzgün', 'çizmek', 'birinci', 'sınıflamak', 'içmek', 'oldukça', 'önem', 'bir', 'egzersiz']","['Çizgilerin', 'altını', 'düzgünce', 'çizebilmek', 'birinci', 'sınıflar', 'için', 'oldukça', 'önemli', 'bir', 'egzersiz']"
altını çizmek,Sahte olup olmadığını anlamak için satın aldığı altının üzerini çizdi.,nonidiom,1.0,6,0,0,"[7, 9]","['altının', 'çizdi']","['sahte', 'olmak', 'olmak', 'anlamak', 'içmek', 'satmak', 'almak', 'alt', 'Üzer', 'çizmek', '.']","['Sahte', 'olup', 'olmadığını', 'anlamak', 'için', 'satın', 'aldığı', 'altının', 'üzerini', 'çizdi', '.']"
altını çizmek,Kitabınızın onuncu Sayfasını açıp ilk paragraftaki her cümlenin eylem olan sözcüğünün altını çiziniz.,nonidiom,1.0,5,0,0,"[11, 12]","['altını', 'çiziniz']","['kitap', 'onuncu', 'sayfa', 'açmak', 'ilk', 'paragraf', 'her', 'cümle', 'eylem', 'olmak', 'sözcük', 'alt', 'çizmek', '.']","['Kitabınızın', 'onuncu', 'Sayfasını', 'açıp', 'ilk', 'paragraftaki', 'her', 'cümlenin', 'eylem', 'olan', 'sözcüğünün', 'altını', 'çiziniz', '.']"
altını çizmek,Altını çizerek önemli yerleri işaretledim.,nonidiom,1.0,5,0,0,"[0, 1]","['Altını', 'çizerek']","['alt', 'çizmek', 'önem', 'yer', 'işaretlemek', '.']","['Altını', 'çizerek', 'önemli', 'yerleri', 'işaretledim', '.']"
altını çizmek,Öğretmen söylediklerinin altını kirmizi kalemli çizmemi söyledi,nonidiom,0.8,4,1,0,"[2, 5]","['altını', 'çizmemi']","['öğretmek', 'söylemek', 'alt', 'kirmizi', 'kalem', 'çizmek', 'söylemek']","['Öğretmen', 'söylediklerinin', 'altını', 'kirmizi', 'kalemli', 'çizmemi', 'söyledi']"
altını çizmek,Cümlenin altımı çizdim.,nonidiom,0.5,2,2,0,"[1, 2]","['altımı', 'çizdim']","['cümle', 'alt', 'çizmek', '.']","['Cümlenin', 'altımı', 'çizdim', '.']"
altını çizmek,Belirttiğiniz kelimelerin altını kırmızı kalemle mi çizmeliyiz?,nonidiom,1.0,5,0,0,"[2, 6]","['altını', 'çizmeliyiz']","['belirtmek', 'kelime', 'alt', 'kırmızı', 'kale', 'mi', 'çizmek', '?']","['Belirttiğiniz', 'kelimelerin', 'altını', 'kırmızı', 'kalemle', 'mi', 'çizmeliyiz', '?']"
altını çizmek,Kasanın altını çizdi.,nonidiom,0.8,4,1,0,"[1, 2]","['altını', 'çizdi']","['kasmak', 'alt', 'çizmek', '.']","['Kasanın', 'altını', 'çizdi', '.']"
altını çizmek,"Altını bozdurup,  alınacaklar listesinde üzerini çizmesini istedi.",nonidiom,1.0,5,0,0,"[0, 6]","['Altını', 'çizmesini']","['alt', 'bozmak', ',', 'alınmak', 'liste', 'Üzer', 'çizmek', 'istemek', '.']","['Altını', 'bozdurup', ',', 'alınacaklar', 'listesinde', 'üzerini', 'çizmesini', 'istedi', '.']"
altını çizmek,Kutunun altı biraz çizilmişti,nonidiom,1.0,5,0,0,"[1, 3]","['altı', 'çizilmişti']","['kutu', 'alt', 'biraz', 'çizmek']","['Kutunun', 'altı', 'biraz', 'çizilmişti']"
altını çizmek,Demirin atomik yapısını bilmiyordu; bu yüzden altını çizdi.,nonidiom,0.75,3,0,1,"[7, 8]","['altını', 'çizdi']","['demirî', 'atomik', 'yapı', 'bilmek', ';', 'bu', 'yüz', 'alt', 'çizmek', '.']","['Demirin', 'atomik', 'yapısını', 'bilmiyordu', ';', 'bu', 'yüzden', 'altını', 'çizdi', '.']"
altını çizmek,Ders çalışırken önemli yerlerin altını fosforlu kalemle çizmek çok hoşuma gidiyor.,nonidiom,1.0,5,0,0,"[4, 7]","['altını', 'çizmek']","['ders', 'çalışmak', 'önem', 'yer', 'alt', 'fosfor', 'kale', 'çizmek', 'çok', 'hoş', 'gitmek', '.']","['Ders', 'çalışırken', 'önemli', 'yerlerin', 'altını', 'fosforlu', 'kalemle', 'çizmek', 'çok', 'hoşuma', 'gidiyor', '.']"
altını çizmek,ÖZELLİKLE BENİM İSMİMİN ALTINI ÇİZDİ,nonidiom,1.0,6,0,0,"[3, 4]","['ALTINI', 'ÇİZDİ']","['özellikle', 'ben', 'isim', 'alt', 'çizmek']","['ÖZELLİKLE', 'BENİM', 'İSMİMİN', 'ALTINI', 'ÇİZDİ']"
altını çizmek,deftere yazılan her şeyin altını çizmiş,nonidiom,1.0,5,0,0,"[4, 5]","['altını', 'çizmiş']","['defter', 'yazmak', 'her', 'şey', 'alt', 'çizmek']","['deftere', 'yazılan', 'her', 'şeyin', 'altını', 'çizmiş']"
altını çizmek,Kitaptaki her şeyin altını çizmiş.,nonidiom,1.0,5,0,0,"[3, 4]","['altını', 'çizmiş']","['kitap', 'her', 'şey', 'alt', 'çizmek', '.']","['Kitaptaki', 'her', 'şeyin', 'altını', 'çizmiş', '.']"
altını çizmek,Ayakkabının altı parkeleri çizmiş.,nonidiom,1.0,4,0,0,"[1, 3]","['altı', 'çizmiş']","['ayakkabı', 'alt', 'parke', 'çizmek', '.']","['Ayakkabının', 'altı', 'parkeleri', 'çizmiş', '.']"
altını çizmek,Dünkü kazada arabanın altını çizdim,nonidiom,1.0,4,0,0,"[3, 4]","['altını', 'çizdim']","['dün', 'kaza', 'Araban', 'alt', 'çizmek']","['Dünkü', 'kazada', 'arabanın', 'altını', 'çizdim']"
altını çizmek,Eteğin altına çizme giymiş.,nonidiom,0.8,4,1,0,"[1, 2]","['altına', 'çizme']","['etek', 'alt', 'çizmek', 'giymek', '.']","['Eteğin', 'altına', 'çizme', 'giymiş', '.']"
altını çizmek,Kitap okurken yazıların altını çizme lütfen.,nonidiom,1.0,5,0,0,"[3, 4]","['altını', 'çizme']","['kitap', 'okur', 'yazı', 'alt', 'çizmek', 'lütfen', '.']","['Kitap', 'okurken', 'yazıların', 'altını', 'çizme', 'lütfen', '.']"
altını çizmek,Paragraf testlerimi altını çizerek çözüyorum.,nonidiom,1.0,5,0,0,"[2, 3]","['altını', 'çizerek']","['paragraf', 'test', 'alt', 'çizmek', 'çözmek', '.']","['Paragraf', 'testlerimi', 'altını', 'çizerek', 'çözüyorum', '.']"
altını çizmek,Altını da çizsen üstünü de çizsen para paradır.,nonidiom,0.8571428571428571,6,1,0,"[0, 2]","['Altını', 'çizsen']","['alt', 'da', 'çizmek', 'Üstün', 'de', 'çizmek', 'par', 'par', '.']","['Altını', 'da', 'çizsen', 'üstünü', 'de', 'çizsen', 'para', 'paradır', '.']"
altını çizmek,Not alırken hocanın vurguladığı yerlerin altlarını çizdim.,nonidiom,1.0,6,0,0,"[5, 6]","['altlarını', 'çizdim']","['not', 'almak', 'hoca', 'vurgulamak', 'yer', 'alt', 'çizmek', '.']","['Not', 'alırken', 'hocanın', 'vurguladığı', 'yerlerin', 'altlarını', 'çizdim', '.']"
altını çizmek,Altını çize çize kitap okuyor.,nonidiom,1.0,5,0,0,"[0, 1]","['Altını', 'çize']","['alt', 'çizmek', 'çizmek', 'kitap', 'okumak', '.']","['Altını', 'çize', 'çize', 'kitap', 'okuyor', '.']"
altını çizmek,Altını çizmek için arabaya doğru eğildi çocuk adam.,nonidiom,0.8,4,1,0,"[0, 1]","['Altını', 'çizmek']","['alt', 'çizmek', 'içmek', 'araba', 'doğru', 'Eğil', 'Çocuk', 'ada', '.']","['Altını', 'çizmek', 'için', 'arabaya', 'doğru', 'eğildi', 'çocuk', 'adam', '.']"
altını çizmek,yemek tarifindeki önemli yerlerin altını çizdim,nonidiom,1.0,5,0,0,"[4, 5]","['altını', 'çizdim']","['yemek', 'tarif', 'önem', 'yer', 'alt', 'çizmek']","['yemek', 'tarifindeki', 'önemli', 'yerlerin', 'altını', 'çizdim']"
altını çizmek,Altını çizdiğin satırların özel bir anlamı var mı senin için?,nonidiom,1.0,5,0,0,"[0, 1]","['Altını', 'çizdiğin']","['alt', 'çizmek', 'satır', 'özel', 'bir', 'anlam', 'varmak', 'mı', 'sen', 'içmek', '?']","['Altını', 'çizdiğin', 'satırların', 'özel', 'bir', 'anlamı', 'var', 'mı', 'senin', 'için', '?']"
ayvayı yemek,"Babam da geldi, asıl şimdi ayvayı yedik.",idiom,1.0,1,0,0,"[6, 7]","['ayvayı', 'yedik']","['baba', 'da', 'gel', ',', 'asıl', 'şimdi', 'ayva', 'ye', '.']","['Babam', 'da', 'geldi', ',', 'asıl', 'şimdi', 'ayvayı', 'yedik', '.']"
ayvayı yemek,"Bu hiç iyi olmadı, işte şimdi ayvayı yedik.",idiom,1.0,13,0,0,"[7, 8]","['ayvayı', 'yedik']","['bu', 'hiç', 'iyi', 'ol', ',', 'işte', 'şimdi', 'ayva', 'ye', '.']","['Bu', 'hiç', 'iyi', 'olmadı', ',', 'işte', 'şimdi', 'ayvayı', 'yedik', '.']"
ayvayı yemek,"Bu işin altından kalkamayız, ayvayı yedik sahiden.",idiom,1.0,1,0,0,"[5, 6]","['ayvayı', 'yedik']","['bu', 'iş', 'alt', 'kalk', ',', 'ayva', 'ye', 'sahiden', '.']","['Bu', 'işin', 'altından', 'kalkamayız', ',', 'ayvayı', 'yedik', 'sahiden', '.']"
ayvayı yemek,"Kardeşinin yemeğini yersen ayvayı da yersin, ona göre!",idiom,0.5,3,1,2,"[3, 2]","['ayvayı', 'yersen']","['kardeş', 'yemek', 'yemek', 'ayva', 'da', 'yemek', ',', 'o', 'görmek', '!']","['Kardeşinin', 'yemeğini', 'yersen', 'ayvayı', 'da', 'yersin', ',', 'ona', 'göre', '!']"
ayvayı yemek,"Kopya çektiğim tespit edilmiş, ben ayvayı yedim.",idiom,1.0,5,0,0,"[6, 7]","['ayvayı', 'yedim']","['kopya', 'çekmek', 'tespit', 'etmek', ',', 'ben', 'ayva', 'yemek', '.']","['Kopya', 'çektiğim', 'tespit', 'edilmiş', ',', 'ben', 'ayvayı', 'yedim', '.']"
ayvayı yemek,Şimdi ayvayı yedik işte.,idiom,1.0,7,0,0,"[1, 2]","['ayvayı', 'yedik']","['şimdi', 'ayva', 'yemek', 'işte', '.']","['Şimdi', 'ayvayı', 'yedik', 'işte', '.']"
ayvayı yemek,İște bu ayvayı yediğimizin resmidir.,idiom,1.0,6,0,0,"[2, 3]","['ayvayı', 'yediğimizin']","['İște', 'bu', 'ayva', 'yemek', 'resim', '.']","['İște', 'bu', 'ayvayı', 'yediğimizin', 'resmidir', '.']"
ayvayı yemek,Bu dağ başında mazot biterse ayvayı yedik.,idiom,1.0,1,0,0,"[5, 6]","['ayvayı', 'yedik']","['bu', 'dağ', 'baş', 'mazot', 'bit', 'ayva', 'ye', '.']","['Bu', 'dağ', 'başında', 'mazot', 'biterse', 'ayvayı', 'yedik', '.']"
ayvayı yemek,Arabasının üzerine yumruk büyüklüğünde dolu tanelerinin düştüğünü görünce şimdi ayvayı yedik diyerek olduğu yere çöküverdi.,idiom,1.0,6,0,0,"[9, 10]","['ayvayı', 'yedik']","['araba', 'Üzer', 'yumruk', 'büyük', 'dolu', 'tane', 'düşmek', 'görü', 'şimdi', 'ayva', 'yemek', 'demek', 'olmak', 'yer', 'çökmek', '.']","['Arabasının', 'üzerine', 'yumruk', 'büyüklüğünde', 'dolu', 'tanelerinin', 'düştüğünü', 'görünce', 'şimdi', 'ayvayı', 'yedik', 'diyerek', 'olduğu', 'yere', 'çöküverdi', '.']"
ayvayı yemek,"Onlar ayvayı çoktan yedi, sen işine bak.",idiom,1.0,6,0,0,"[1, 3]","['ayvayı', 'yedi']","['o', 'ayva', 'çok', 'yemek', ',', 'se', 'iş', 'bakmak', '.']","['Onlar', 'ayvayı', 'çoktan', 'yedi', ',', 'sen', 'işine', 'bak', '.']"
ayvayı yemek,Örnek gönder butonuna basıp yazacak bir şey bulamayınca ayvayı yedi.,idiom,1.0,4,0,0,"[8, 9]","['ayvayı', 'yedi']","['örnek', 'gönde', 'buton', 'bas', 'yaz', 'bir', 'şey', 'bul', 'ayva', 'ye', '.']","['Örnek', 'gönder', 'butonuna', 'basıp', 'yazacak', 'bir', 'şey', 'bulamayınca', 'ayvayı', 'yedi', '.']"
ayvayı yemek,Sıralamadan düşerek ayvayı yedim,idiom,1.0,5,0,0,"[2, 3]","['ayvayı', 'yedim']","['sıralamak', 'düşmek', 'ayva', 'yemek']","['Sıralamadan', 'düşerek', 'ayvayı', 'yedim']"
ayvayı yemek,İyi mi olur yoksa ayvayı mı yeriz göreceğiz.,idiom,1.0,2,0,0,"[5, 7]","['ayvayı', 'yeriz']","['iyi', 'mi', 'ol', 'yok', 'i', 'ayva', 'mı', 'ye', 'gör', '.']","['İyi', 'mi', 'olur', 'yok', 'sa', 'ayvayı', 'mı', 'yeriz', 'göreceğiz', '.']"
ayvayı yemek,"Bu kez gerçekten ayvayı yedik.""",idiom,1.0,5,0,0,"[3, 4]","['ayvayı', 'yedik']","['bu', 'kez', 'gerçek', 'ayva', 'yemek', '.', '']","['Bu', 'kez', 'gerçekten', 'ayvayı', 'yedik', '.', ""''""]"
ayvayı yemek,Bu iş olmazsa ayvayı yeriz.,idiom,1.0,7,0,0,"[3, 4]","['ayvayı', 'yeriz']","['bu', 'iş', 'olmak', 'ayva', 'yemek', '.']","['Bu', 'iş', 'olmazsa', 'ayvayı', 'yeriz', '.']"
ayvayı yemek,Ayvayı yedin dostum.,idiom,1.0,5,0,0,"[0, 1]","['Ayvayı', 'yedin']","['ayva', 'yemek', 'dost', '.']","['Ayvayı', 'yedin', 'dostum', '.']"
ayvayı yemek,"Yakaladım seni, şimdi ayvayı yedin.",idiom,1.0,5,0,0,"[4, 5]","['ayvayı', 'yedin']","['yakalamak', 'se', ',', 'şimdi', 'ayva', 'yemek', '.']","['Yakaladım', 'seni', ',', 'şimdi', 'ayvayı', 'yedin', '.']"
ayvayı yemek,Günün sonunda nasıl olacak ayvayı mı yiyeceğiz göreceğiz.,idiom,1.0,6,0,0,"[4, 6]","['ayvayı', 'yiyeceğiz']","['günü', 'sonunda', 'nasıl', 'olmak', 'ayva', 'mı', 'yemek', 'görmek', '.']","['Günün', 'sonunda', 'nasıl', 'olacak', 'ayvayı', 'mı', 'yiyeceğiz', 'göreceğiz', '.']"
ayvayı yemek,İstanbul'da deprem olursa ayvayı yedik.,idiom,1.0,5,0,0,"[3, 4]","['ayvayı', 'yedik']","['İstanbul', 'deprem', 'olmak', 'ayva', 'yemek', '.']","[""İstanbul'da"", 'deprem', 'olursa', 'ayvayı', 'yedik', '.']"
ayvayı yemek,Eğer olay anlattıkları gibi olduysa ayvayı yedi bence.,idiom,1.0,6,0,0,"[5, 6]","['ayvayı', 'yedi']","['eğer', 'olay', 'anlat', 'gibi', 'ol', 'ayva', 'ye', 'ben', '.']","['Eğer', 'olay', 'anlattıkları', 'gibi', 'olduysa', 'ayvayı', 'yedi', 'bence', '.']"
ayvayı yemek,İnsanlar çevreyi kirletmeye devam ederse bir gün Dünya ayvayı yiyecek.,idiom,1.0,4,0,0,"[8, 9]","['ayvayı', 'yiyecek']","['İnsa', 'çevre', 'kirletmek', 'Deva', 'eder', 'bir', 'gün', 'Dünya', 'ayva', 'yemek', '.']","['İnsanlar', 'çevreyi', 'kirletmeye', 'devam', 'ederse', 'bir', 'gün', 'Dünya', 'ayvayı', 'yiyecek', '.']"
ayvayı yemek,Ödevi yapmadıysan ayvayı yedin.,idiom,1.0,7,0,0,"[2, 3]","['ayvayı', 'yedin']","['ödev', 'yapmak', 'ayva', 'yemek', '.']","['Ödevi', 'yapmadıysan', 'ayvayı', 'yedin', '.']"
ayvayı yemek,"Ayvayı siz mi yersiniz, diğer grup mu orası daha belli değil",idiom,1.0,3,0,0,"[0, 3]","['Ayvayı', 'yersiniz']","['ayva', 'siz', 'Mi', 'yemek', ',', 'diğer', 'grup', 'Mu', 'ora', 'daha', 'bel', 'değil']","['Ayvayı', 'siz', 'mi', 'yersiniz', ',', 'diğer', 'grup', 'mu', 'orası', 'daha', 'belli', 'değil']"
ayvayı yemek,İzmir'de deprem olursa ayvayı yedik.,idiom,1.0,5,0,0,"[3, 4]","['ayvayı', 'yedik']","['İzmir', 'deprem', 'olmak', 'ayva', 'yemek', '.']","[""İzmir'de"", 'deprem', 'olursa', 'ayvayı', 'yedik', '.']"
ayvayı yemek,Ayvayı nasıl yemiş anlat bakalım.,idiom,0.8333333333333334,5,0,1,"[0, 2]","['Ayvayı', 'yemiş']","['ayva', 'nasıl', 'yemek', 'anlamak', 'bakmak', '.']","['Ayvayı', 'nasıl', 'yemiş', 'anlat', 'bakalım', '.']"
ayvayı yemek,"Ayvayı yedin oğlum, öyle söylemeyecektin.",idiom,1.0,5,0,0,"[0, 1]","['Ayvayı', 'yedin']","['ayva', 'yemek', 'oğul', ',', 'Ö', 'söylemek', '.']","['Ayvayı', 'yedin', 'oğlum', ',', 'öyle', 'söylemeyecektin', '.']"
ayvayı yemek,Kaşla göz arasında ayvayı nasıl yediğini anlayamadı bile.,idiom,0.5,3,3,0,"[3, 5]","['ayvayı', 'yediğini']","['kaş', 'göz', 'ara', 'ayva', 'nasıl', 'yemek', 'anlamak', 'bilemek', '.']","['Kaşla', 'göz', 'arasında', 'ayvayı', 'nasıl', 'yediğini', 'anlayamadı', 'bile', '.']"
ayvayı yemek,Bu yaptıkların yüzünden ayvayı yiyeceğinin garantisini verebilirim.,idiom,1.0,4,0,0,"[3, 4]","['ayvayı', 'yiyeceğinin']","['bu', 'yap', 'yüz', 'ayva', 'ye', 'garanti', 'ver', '.']","['Bu', 'yaptıkların', 'yüzünden', 'ayvayı', 'yiyeceğinin', 'garantisini', 'verebilirim', '.']"
ayvayı yemek,Bu okula girerek ayvayı yedin.,idiom,1.0,5,0,0,"[3, 4]","['ayvayı', 'yedin']","['bu', 'okul', 'girmek', 'ayva', 'yemek', '.']","['Bu', 'okula', 'girerek', 'ayvayı', 'yedin', '.']"
ayvayı yemek,Hocam biz şimdi ayvayı mı yedik ya?,idiom,1.0,3,0,0,"[3, 5]","['ayvayı', 'yedik']","['hoca', 'biz', 'şimdi', 'ayva', 'mı', 'yemek', 'ya', '?']","['Hocam', 'biz', 'şimdi', 'ayvayı', 'mı', 'yedik', 'ya', '?']"
ayvayı yemek,O kadar uğraştı ama yine de ayvayı yedi,idiom,0.8571428571428571,6,1,0,"[6, 7]","['ayvayı', 'yedi']","['o', 'Kadar', 'uğraşmak', 'ama', 'yine', 'demek', 'ayva', 'yemek']","['O', 'kadar', 'uğraştı', 'ama', 'yine', 'de', 'ayvayı', 'yedi']"
